chr1	start1	end1	chr2	start2	end2	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	Bin1_Label	Bin2_Label	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_SigRepl	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	id
chr3	79280000	79290000	chr3	79560000	79570000	447	270.5	473	86.5	LD	LD	11	1	16	1	43	3.94e-15	24	0.000102595	-1.423508481	-0.992700623	0.007644528	0.226425516	0.088300116	0	2	P	Rapgef2,6430573P05Rik	CTCF_pos	NA	P	Fnip2,4930589L23Rik	CTCF_pos	NA	chr3-79280000-79290000-chr3-79560000-79570000
chr3	79280000	79290000	chr3	79840000	79850000	447	411.5	473	374.5	LD	ND	7	1	7	1	17	0.002658745	19	0.000650168	-1.427578946	-1.829354888	0.047127737	0.684597169	0.304578639	0	2	P	Rapgef2,6430573P05Rik	CTCF_pos	NA	P	Tmem144	CTCF_pos	NA	chr3-79280000-79290000-chr3-79840000-79850000
chr3	79480000	79490000	chr3	79560000	79570000	471.5	270.5	389.5	86.5	LD	LD	14	1	20	1	76	2.4879e-06	52	0.000635659	-2.016680887	-0.251435357	1.82711e-06	0.000248569	0.000108276	0	2	E		NA	Active_CTCF_neg	P	Fnip2,4930589L23Rik	CTCF_pos	NA	chr3-79480000-79490000-chr3-79560000-79570000
chr3	79620000	79630000	chr3	79840000	79850000	684.5	411.5	753.5	374.5	ND	ND	28	0.814344731	35	0.191191698	79	3.792e-14	66	9.44948e-07	-1.299747402	0.079371399	0.000481064	0.027824659	0.012115684	0	2	P	Etfdh,4930579G24Rik	CTCF_pos	NA	P	Tmem144	CTCF_pos	NA	chr3-79620000-79630000-chr3-79840000-79850000
chr3	79850000	79860000	chr3	80800000	80810000	135	441	77.5	487	ND	LD	4	1	5	1	32	0	13	3.06923e-05	-2.41882074	-1.695111904	0.000829274	0.042610755	0.018556377	0	2	P	Tmem144	CTCF_pos	NA	P	Gria2	CTCF_pos	NA	chr3-79850000-79860000-chr3-80800000-80810000
chr3	80800000	80810000	chr3	81930000	81940000	441	472.5	487	540.5	LD	LD	7	0.03105005	6	0.210722691	10	0.000231172	8	0.003230845	-0.553286247	-2.403462583	0.518966564	0.78174212	0.916429313	0	2	P	Gria2	CTCF_pos	NA	P	Ctso	CTCF_pos	NA	chr3-80800000-80810000-chr3-81930000-81940000
chr3	83110000	83120000	chr3	83250000	83260000	228	373.5	197	352.5	LD	LD	49	1	14	1	93	0	61	2.65993e-11	-1.373304604	0.155817132	0.000169898	0.011736966	0.005127086	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr3-83110000-83120000-chr3-83250000-83260000
chr3	83120000	83130000	chr3	83250000	83260000	186.5	373.5	136	352.5	LD	LD	30	1	11	1	65	8.66364e-12	57	1.2118e-13	-1.644476852	-0.24993337	7.64972e-05	0.00612244	0.002669227	0	2	P	Gm10710,Dchs2	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr3-83120000-83130000-chr3-83250000-83260000
chr3	84340000	84350000	chr3	84580000	84590000	186.5	502	154	439.5	LD	LD	5	1	6	1	22	0.002947576	25	0.000744392	-2.152658863	-1.638169182	0.002023978	0.085227854	0.037110173	0	2	E		NA	Active_CTCF_pos	P	Arfip1	CTCF_pos	NA	chr3-84340000-84350000-chr3-84580000-84590000
chr3	84580000	84590000	chr3	86140000	86150000	502	1063.5	439.5	1297	LD	LD	5	1	3	1	14	5.28124e-05	12	0.00188346	-1.755345839	-2.286101533	0.041192227	0.64593386	0.27404609	0	2	P	Arfip1	CTCF_pos	NA	P	Rps3a1,Rnu73b,Gm37933,Gm37493	CTCF_pos	NA	chr3-84580000-84590000-chr3-86140000-86150000
chr3	85190000	85200000	chr3	85570000	85580000	215	400	316	390	LD	LD	1	1	10	0.160746189	18	1.0731e-06	14	0.001484923	-1.639415861	-2.010501175	0.034128961	0.568946988	0.23365533	0	2	P	Gm38313	CTCF_pos	NA	P	Gm15535,Gatb	CTCF_pos	NA	chr3-85190000-85200000-chr3-85570000-85580000
chr3	85190000	85200000	chr3	86140000	86150000	215	1063.5	316	1297	LD	LD	1	1	11	0.152701996	14	0.001106446	15	0.000831163	-1.362460844	-2.080307758	0.082196501	0.78174212	0.420827659	0	2	P	Gm38313	CTCF_pos	NA	P	Rps3a1,Rnu73b,Gm37933,Gm37493	CTCF_pos	NA	chr3-85190000-85200000-chr3-86140000-86150000
chr3	86810000	86820000	chr3	86890000	86900000	366	480	451.5	404	LD	LD	28	1	47	1	132	3.91418e-10	100	9.96399e-06	-1.737265244	0.632473964	6.76872e-08	1.34783e-05	5.86833e-06	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-86810000-86820000-chr3-86890000-86900000
chr3	86810000	86820000	chr3	86910000	86920000	366	316.5	451.5	513	LD	LD	34	1	63	0.03397516	148	0	77	2.23665e-05	-1.343506668	0.70619153	1.54746e-05	0.001582023	0.000688966	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-86810000-86820000-chr3-86910000-86920000
chr3	87130000	87140000	chr3	87520000	87530000	450.5	985	381	949	ND	LD	34	0.325519267	23	1	42	9.20986e-05	37	0.003910374	-0.554421049	-0.513642226	0.208637978	0.78174212	0.690760867	0	2	E		NA	Active_CTCF_pos	P	Etv3	CTCF_pos	NA	chr3-87130000-87140000-chr3-87520000-87530000
chr3	87150000	87160000	chr3	87490000	87500000	1425.5	280	1559	256.5	LD	LD	40	0.057850776	34	0.101800914	42	0.003549792	51	0.00010218	-0.40256201	-0.244625968	0.316283921	0.78174212	0.847068845	0	2	P	Gm37855	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-87150000-87160000-chr3-87490000-87500000
chr3	87150000	87160000	chr3	87500000	87510000	1425.5	349.5	1559	254.5	LD	LD	36	0.112422589	21	1	54	1.654e-06	52	3.25522e-05	-0.970791719	-0.262004981	0.017339463	0.388827053	0.148281338	0	2	P	Gm37855	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-87150000-87160000-chr3-87500000-87510000
chr3	87150000	87160000	chr3	87740000	87750000	1425.5	195.5	1559	97.5	LD	ND	15	1	14	1	27	0.005582998	32	3.97372e-05	-1.095308802	-1.104694936	0.046047957	0.673639722	0.298568481	0	2	P	Gm37855	CTCF_pos	NA	P	Lrrc71	CTCF_pos	NA	chr3-87150000-87160000-chr3-87740000-87750000
chr3	87170000	87180000	chr3	87510000	87520000	1110	320	1089	245	LD	LD	31	1	28	0.067035656	47	3.28878e-05	46	1.40469e-05	-0.740054287	-0.364405008	0.077896649	0.78174212	0.404464267	0	2	P	Kirrel	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr3-87170000-87180000-chr3-87510000-87520000
chr3	87380000	87390000	chr3	87500000	87510000	775	349.5	421.5	254.5	LD	LD	52	0.360672123	26	1	114	1.38113e-11	91	1.58502e-05	-1.477086248	0.5193202	7.41315e-06	0.00084109	0.000366218	0	2	P	Fcrl1	CTCF_neg	NA	E		NA	Active_CTCF_pos	chr3-87380000-87390000-chr3-87500000-87510000
chr3	87740000	87750000	chr3	87760000	87770000	195.5	748.5	97.5	447	ND	LD	79	1	60	1	288	0.000139923	298	7.04341e-10	-2.153879313	1.847595618	0	1.43e-15	6.2e-16	0	2	P	Lrrc71	CTCF_pos	NA	P	Pear1	CTCF_pos	NA	chr3-87740000-87750000-chr3-87760000-87770000
chr3	87920000	87930000	chr3	88290000	88300000	488.5	1301	519.5	1454.5	LD	LD	37	1	42	0.061980085	50	0.000214183	57	0.000335686	-0.519196317	-0.095272178	0.177421652	0.78174212	0.63134311	0	2	P	Mrpl24,Rrnad1	CTCF_pos	NA	P	Tsacc,Cct3	CTCF_pos	NA	chr3-87920000-87930000-chr3-88290000-88300000
chr3	87930000	87940000	chr3	87970000	87980000	660.5	261	706.5	172.5	LD	LD	153	1	111	1	228	0.000960325	261	0.002801025	-0.961925972	1.88632387	3.81295e-05	0.003425068	0.001496188	0	2	P	Rrnad1,Isg20l2	CTCF_pos	NA	P	Nes	CTCF_pos	NA	chr3-87930000-87940000-chr3-87970000-87980000
chr3	87960000	87970000	chr3	87980000	87990000	176	765	131.5	395	LD	LD	95	1	48	1	195	0.000120281	195	6.6912e-05	-1.519714784	1.406853375	7.89713e-09	1.94213e-06	8.48437e-07	0	2	P	Gm3745	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-87960000-87970000-chr3-87980000-87990000
chr3	88050000	88060000	chr3	88170000	88180000	344	893.5	343.5	903.5	LD	ND	85	0.085492166	80	0.012423667	102	0.007803094	123	0.001236341	-0.522965596	0.941896895	0.067053732	0.78174212	0.376267481	0	2	P	Naxe	CTCF_pos	NA	P	1700113A16Rik	CTCF_pos	NA	chr3-88050000-88060000-chr3-88170000-88180000
chr3	88330000	88340000	chr3	88460000	88470000	1184	262	1249	159	ND	ND	86	1	116	1	93	0.000140652	93	0.00491573	0.025569582	0.928570634	0.928696946	0.988631121	1	0	2	P	Tmem79,Smg5	CTCF_pos	NA	P	Sema4a	CTCF_pos	NA	chr3-88330000-88340000-chr3-88460000-88470000
chr3	88390000	88400000	chr3	88460000	88470000	1038	262	861.5	159	LD	ND	179	1	133	1	192	2.8862e-08	192	5.1996e-07	-0.380228742	1.771009993	0.109304504	0.78174212	0.482263104	0	2	P	Pmf1	CTCF_pos	NA	P	Sema4a	CTCF_pos	NA	chr3-88390000-88400000-chr3-88460000-88470000
chr3	88400000	88410000	chr3	88460000	88470000	823	262	918.5	159	ND	ND	294	1	237	1	247	0	267	0	-0.031487014	2.344237063	0.880617033	0.98665649	1	0	2	E		NA	Active_CTCF_pos	P	Sema4a	CTCF_pos	NA	chr3-88400000-88410000-chr3-88460000-88470000
chr3	88410000	88420000	chr3	88460000	88470000	735	262	833.5	159	ND	ND	298	1	218	1	250	3.9e-16	305	0	-0.174860329	2.378951062	0.400918344	0.78174212	0.888686975	0	2	P	Pmf1	CTCF_pos	NA	P	Sema4a	CTCF_pos	NA	chr3-88410000-88420000-chr3-88460000-88470000
chr3	88490000	88500000	chr3	88510000	88520000	486.5	677.5	330.5	464	LD	LD	183	1	172	0.010552706	364	1.445e-10	270	7.78516e-05	-0.938269242	2.288899314	1.17806e-05	0.00125552	0.000547683	0	2	P	Lmna	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-88490000-88500000-chr3-88510000-88520000
chr3	88550000	88560000	chr3	90050000	90060000	1336.5	1355	1525.5	1511.5	LD	LD	16	0.051136951	6	1	17	0.002818404	19	0.000229113	-0.769403161	-1.642428178	0.244077399	0.78174212	0.754897551	0	2	P	Lamtor2,Ubqln4	CTCF_pos	NA	P	Ubap2l,4933434E20Rik,Gm16540	CTCF_pos	NA	chr3-88550000-88560000-chr3-90050000-90060000
chr3	88600000	88610000	chr3	88620000	88630000	182.5	1850	141	1803	LD	LD	507	1	413	1	577	0	632	0	-0.471952316	3.370740153	0.005379497	0.175915401	0.070185536	0	2	P	Arhgef2	CTCF_pos	NA	P	Arhgef2,Gm20652	CTCF_pos	NA	chr3-88600000-88610000-chr3-88620000-88630000
chr3	88680000	88690000	chr3	89080000	89090000	1196.5	286	1274	264.5	LD	LD	24	0.435274841	14	1	31	0.000776332	46	2.4444e-08	-1.071871174	-0.750801233	0.026871002	0.506652258	0.189855232	0	2	P	Gm43714,Khdc4	CTCF_pos	NA	P	Rusc1	CTCF_pos	NA	chr3-88680000-88690000-chr3-89080000-89090000
chr3	89240000	89250000	chr3	89270000	89280000	755.5	773.5	762	640	LD	LD	329	0.033867703	252	0.160627886	385	1.90421e-06	355	0.000893347	-0.434808898	2.690829543	0.025955825	0.496811622	0.187069293	0	2	P	Trim46,Krtcap2	CTCF_pos	NA	P	Slc50a1,Efna1	CTCF_pos	NA	chr3-89240000-89250000-chr3-89270000-89280000
chr3	89240000	89250000	chr3	89310000	89320000	755.5	201	762	144	LD	LD	130	1	124	1	160	9.4938e-13	144	2.1867e-09	-0.350761265	1.456336455	0.167741812	0.78174212	0.607123227	0	2	P	Trim46,Krtcap2	CTCF_pos	NA	P	Gm15998	CTCF_pos	NA	chr3-89240000-89250000-chr3-89310000-89320000
chr3	89250000	89260000	chr3	89310000	89320000	1208.5	201	1113.5	144	LD	LD	128	1	113	1	178	1.78341e-11	140	0.000244236	-0.496800458	1.465885911	0.050570378	0.684597169	0.322218938	0	2	P	Dpm3	CTCF_pos	NA	P	Gm15998	CTCF_pos	NA	chr3-89250000-89260000-chr3-89310000-89320000
chr3	89340000	89350000	chr3	89450000	89460000	234	692.5	186	661.5	LD	LD	53	0.124146135	45	0.606834967	88	0.001843216	93	1.29656e-05	-0.964369107	0.48028209	0.003311529	0.123046545	0.052833029	0	2	P	Adam15	CTCF_pos	NA	P	Pmvk	CTCF_pos	NA	chr3-89340000-89350000-chr3-89450000-89460000
chr3	89420000	89430000	chr3	89770000	89780000	501.5	1213	506	1341.5	LD	LD	43	1	31	0.88099039	48	0.00067048	58	9.95471e-05	-0.587912094	-0.137653686	0.131894067	0.78174212	0.53681034	0	2	P	Shc1	CTCF_neg	NA	P	4632404H12Rik,Ube2q1	CTCF_pos	NA	chr3-89420000-89430000-chr3-89770000-89780000
chr3	89960000	89970000	chr3	90050000	90060000	1172.5	1355	1176.5	1511.5	LD	LD	150	0.061993777	132	0.027315009	172	1.44634e-06	169	0.000153185	-0.3592828	1.611591965	0.143789706	0.78174212	0.568739732	0	2	P	Atp8b2,Aqp10-ps,Gm24046	CTCF_pos	NA	P	Ubap2l,4933434E20Rik,Gm16540	CTCF_pos	NA	chr3-89960000-89970000-chr3-90050000-90060000
chr3	90430000	90440000	chr3	90450000	90460000	1008.5	312.5	1038.5	234	LD	LD	152	1	168	1	369	0.000470427	309	0.001123799	-1.181822431	2.300075358	3.74041e-08	7.91045e-06	3.44502e-06	0	2	P	Ints3	CTCF_pos	NA	P	Npr1,Gm16048	CTCF_pos	NA	chr3-90430000-90440000-chr3-90450000-90460000
chr3	95210000	95220000	chr3	95280000	95290000	1210	1098	1420.5	1216.5	LD	LD	184	1	210	0.050597798	218	8.56363e-05	242	0.000421555	-0.307953349	2.054757553	0.167693147	0.78174212	0.606967672	0	2	P	Gabpb2,Gm16740	CTCF_pos	NA	P	Prune1,Mindy1	CTCF_pos	NA	chr3-95210000-95220000-chr3-95280000-95290000
chr3	95220000	95230000	chr3	95820000	95830000	1424.5	330	1515.5	315	LD	LD	24	0.098190964	15	1	32	5.51116e-07	26	0.006678671	-0.657224987	-0.966329467	0.204215709	0.78174212	0.683829416	0	2	P	Mllt11,Cdc42se1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-95220000-95230000-chr3-95820000-95830000
chr3	95880000	95890000	chr3	96170000	96180000	364.5	1091.5	378	1299	ND	LD	56	1	50	0.649632646	67	0.006588535	71	0.002208792	-0.4614442	0.28583339	0.180164082	0.78174212	0.634623693	0	2	P	Ciart	CTCF_pos	NA	P	Mtmr11,Gm17690,Sf3b4,Gm22027	CTCF_pos	NA	chr3-95880000-95890000-chr3-96170000-96180000
chr3	95880000	95890000	chr3	96190000	96200000	364.5	927	378	800.5	ND	LD	69	1	39	0.802332939	80	1.35423e-07	66	0.002227392	-0.519423545	0.354065335	0.124268096	0.78174212	0.524049069	0	2	P	Ciart	CTCF_pos	NA	P	Sv2a,Bola1	CTCF_pos	NA	chr3-95880000-95890000-chr3-96190000-96200000
chr3	95890000	95900000	chr3	96170000	96180000	1465.5	1091.5	1537	1299	LD	LD	93	0.327360998	90	0.048483801	108	0.000442423	123	0.000377216	-0.415276999	1.026499515	0.137842694	0.78174212	0.552561722	0	2	P	BC028528,Aph1a	CTCF_pos	NA	P	Mtmr11,Gm17690,Sf3b4,Gm22027	CTCF_pos	NA	chr3-95890000-95900000-chr3-96170000-96180000
chr3	95890000	95900000	chr3	96220000	96230000	1465.5	2075	1537	2264.5	LD	ND	110	0.027127793	80	0.762809215	86	0.000412702	120	0.000190626	-0.179683801	0.957973818	0.526554469	0.78174212	0.918783625	0	2	P	BC028528,Aph1a	CTCF_pos	NA	P	Gm15444,Hist2h2ac,Gm44492,Hist2h2be	CTCF_pos	NA	chr3-95890000-95900000-chr3-96220000-96230000
chr3	95920000	95930000	chr3	96170000	96180000	1494.5	1091.5	1478.5	1299	ND	LD	106	0.676391419	102	0.010637351	102	5.13145e-05	134	2.90201e-06	-0.254084756	1.119554735	0.353284592	0.78174212	0.866678741	0	2	P	Anp32e	CTCF_pos	NA	P	Mtmr11,Gm17690,Sf3b4,Gm22027	CTCF_pos	NA	chr3-95920000-95930000-chr3-96170000-96180000
chr3	96260000	96270000	chr3	96410000	96420000	3841	393	4187.5	393	LD	ND	131	0.011161781	116	0.060404879	108	1.94562e-06	132	0.000193238	-0.032590379	1.250855258	0.902369017	0.988631121	1	0	2	P	Hist2h4,Gm38227,Hist2h3b,Gm42743,Hist2h2bb	CTCF_pos	NA	P	Gm21960,Terc	CTCF_pos	NA	chr3-96260000-96270000-chr3-96410000-96420000
chr3	97220000	97230000	chr3	97290000	97300000	592	295.5	483.5	209	LD	ND	36	0.107290486	34	0.478949738	123	0	133	0	-1.949030858	0.708045683	8.55148e-10	2.55293e-07	1.11172e-07	0	2	P	Bcl9	CTCF_pos	NA	P	Bcl9	CTCF_pos	NA	chr3-97220000-97230000-chr3-97290000-97300000
chr3	97790000	97800000	chr3	97820000	97830000	106.5	282	104.5	350	LD	LD	0	1	0	1	108	2.25378e-06	80	0.001053516	-9.620803116	-0.027928257	0	0	0	0	2	E		NA	Active_CTCF_pos	P	Pde4dip	CTCF_pos	NA	chr3-97790000-97800000-chr3-97820000-97830000
chr3	97800000	97810000	chr3	97820000	97830000	167.5	282	131	350	LD	LD	0	1	0	1	161	2.6508e-05	130	4.22004e-06	-10.24635747	0.579246907	0	0	0	0	2	E		NA	Active_CTCF_neg	P	Pde4dip	CTCF_pos	NA	chr3-97800000-97810000-chr3-97820000-97830000
chr3	97930000	97940000	chr3	97960000	97970000	273.5	184.5	277.5	130.5	LD	LD	0	1	0	1	169	5.59807e-08	119	4.97264e-05	-10.23845958	0.571555318	0	0	0	0	2	P	Gm5544	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr3-97930000-97940000-chr3-97960000-97970000
chr3	97930000	97940000	chr3	98010000	98020000	273.5	367.5	277.5	247.5	LD	LD	40	1	36	1	165	0	165	0	-2.200090542	1.023852798	8.524e-14	4.98999e-11	2.17311e-11	0	2	P	Gm5544	CTCF_pos	NA	P	Notch2	CTCF_pos	NA	chr3-97930000-97940000-chr3-98010000-98020000
chr3	97930000	97940000	chr3	98330000	98340000	273.5	742	277.5	899.5	LD	ND	42	0.057099215	37	0.257963342	26	0.000102582	45	1.884e-14	0.095526275	-0.405908276	0.821253174	0.936643804	1	0	2	P	Gm5544	CTCF_pos	NA	P	Phgdh	CTCF_neg	NA	chr3-97930000-97940000-chr3-98330000-98340000
chr3	97940000	97950000	chr3	97960000	97970000	206.5	184.5	150.5	130.5	LD	LD	0	1	0	1	134	0.006705671	131	3.00354e-09	-10.10135938	0.437829996	0	0	0	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-97940000-97950000-chr3-97960000-97970000
chr3	97940000	97950000	chr3	98010000	98020000	206.5	367.5	150.5	247.5	LD	LD	26	1	19	1	90	8.44874e-07	67	0.004683873	-1.893566489	0.052790895	8.1638e-07	0.000122558	5.33325e-05	0	2	E		NA	Active_CTCF_pos	P	Notch2	CTCF_pos	NA	chr3-97940000-97950000-chr3-98010000-98020000
chr3	97940000	97950000	chr3	98330000	98340000	206.5	742	150.5	899.5	LD	ND	17	1	18	1	19	0.004938974	24	0.000108504	-0.371287951	-1.273276864	0.518317262	0.78174212	0.916395601	0	2	E		NA	Active_CTCF_pos	P	Phgdh	CTCF_neg	NA	chr3-97940000-97950000-chr3-98330000-98340000
chr3	97960000	97970000	chr3	98010000	98020000	184.5	367.5	130.5	247.5	LD	LD	24	1	21	1	123	2.48657e-06	105	7.14494e-06	-2.427781165	0.472681206	3.08322e-12	1.4236e-09	6.19478e-10	0	2	E		NA	Active_CTCF_pos	P	Notch2	CTCF_pos	NA	chr3-97960000-97970000-chr3-98010000-98020000
chr3	99140000	99150000	chr3	100160000	100170000	402	655.5	342	762	LD	ND	7	1	11	0.012330996	16	1.48174e-05	20	8.44915e-08	-1.072795814	-1.741214733	0.118948432	0.78174212	0.512014667	0	2	P	Wars2,Gm43024	CTCF_pos	NA	P	Wdr3,Gdap2	CTCF_pos	NA	chr3-99140000-99150000-chr3-100160000-100170000
chr3	100680000	100690000	chr3	100820000	100830000	1496.5	209.5	1673	130.5	LD	LD	87	1	94	1	88	8.80321e-08	109	3.70304e-12	-0.199666415	0.891591404	0.489400906	0.78174212	0.903662215	0	2	P	Man1a2,Gm43463,Gm12485	CTCF_pos	NA	P	Vtcn1	CTCF_pos	NA	chr3-100680000-100690000-chr3-100820000-100830000
chr3	100690000	100700000	chr3	100820000	100830000	627.5	209.5	658.5	130.5	LD	LD	58	1	58	1	51	8.48514e-05	61	2.78855e-06	-0.027277291	0.181336747	0.938571514	0.988631121	1	0	2	P	Gm43464	CTCF_pos	NA	P	Vtcn1	CTCF_pos	NA	chr3-100690000-100700000-chr3-100820000-100830000
chr3	100700000	100710000	chr3	100820000	100830000	2139	209.5	2089.5	130.5	ND	LD	135	1	90	1	136	0	138	0	-0.36182689	1.297630073	0.169474288	0.78174212	0.611634345	0	2	E		NA	Active_CTCF_pos	P	Vtcn1	CTCF_pos	NA	chr3-100700000-100710000-chr3-100820000-100830000
chr3	100700000	100710000	chr3	100990000	101000000	2139	908.5	2089.5	937	ND	LD	22	1	11	1	138	4.6e-16	95	3.15946e-05	-2.90624282	0.450508758	6.9e-16	5.4396e-13	2.3764e-13	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100700000-100710000-chr3-100990000-101000000
chr3	100700000	100710000	chr3	101710000	101720000	2139	311.5	2089.5	344	ND	LD	3	1	4	1	16	0.009790705	17	0.000511619	-2.283056685	-2.097208328	0.005899267	0.189749385	0.074955771	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr3-100700000-100710000-chr3-101710000-101720000
chr3	100710000	100720000	chr3	100920000	100930000	325.5	664.5	375.5	721.5	LD	LD	33	1	27	1	54	9.80439e-06	50	0.002141975	-0.877761622	-0.255771165	0.030738712	0.551888917	0.213840176	0	2	E		NA	Active_CTCF_neg	P	Trim45	CTCF_pos	NA	chr3-100710000-100720000-chr3-100920000-100930000
chr3	100920000	100930000	chr3	101310000	101320000	664.5	112.5	721.5	136.5	LD	LD	16	1	21	1	28	3.75449e-07	28	4.1045e-06	-0.685836409	-1.033235336	0.195602919	0.78174212	0.664390484	0	2	P	Trim45	CTCF_pos	NA	P	Gm43467	CTCF_pos	NA	chr3-100920000-100930000-chr3-101310000-101320000
chr3	100970000	100980000	chr3	100990000	101000000	253	908.5	273.5	937	LD	LD	48	1	45	1	716	0	474	0	-3.782548943	2.695760715	0	0	0	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100970000-100980000-chr3-100990000-101000000
chr3	100970000	100980000	chr3	101000000	101010000	253	444	273.5	303	LD	LD	34	1	33	1	346	1.89931e-10	230	3.35787e-07	-3.207700427	1.703473911	0	0	0	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100970000-100980000-chr3-101000000-101010000
chr3	100970000	100980000	chr3	101310000	101320000	253	112.5	273.5	136.5	LD	LD	10	1	27	0.205857417	39	3.11e-15	28	2.03191e-08	-0.971342054	-0.874985994	0.054113555	0.70891839	0.341410513	0	2	E		NA	Active_CTCF_pos	P	Gm43467	CTCF_pos	NA	chr3-100970000-100980000-chr3-101310000-101320000
chr3	100990000	101000000	chr3	101100000	101110000	908.5	111.5	937	91	LD	ND	0	1	0	1	96	2.53225e-07	65	0.000524591	-9.40174722	-0.238516468	0	0	0	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr3-100990000-101000000-chr3-101100000-101110000
chr3	100990000	101000000	chr3	101110000	101120000	908.5	122	937	94	LD	ND	0	1	0	1	64	0.002391482	58	9.03012e-05	-8.987370698	-0.63283896	0	0	0	0	2	E		NA	Active_CTCF_pos	P	Ptgfrn	CTCF_neg	NA	chr3-100990000-101000000-chr3-101110000-101120000
chr3	100990000	101000000	chr3	101290000	101300000	908.5	264	937	628	LD	LD	46	0.050676076	37	1	168	0	121	0	-1.896978916	0.911150239	2.28043e-10	7.58231e-08	3.30199e-08	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100990000-101000000-chr3-101290000-101300000
chr3	100990000	101000000	chr3	101300000	101310000	908.5	301	937	566	LD	LD	17	1	30	1	139	0	74	0	-2.302762061	0.419431661	5.5472e-11	2.06721e-08	9.00023e-09	0	2	E		NA	Active_CTCF_pos	P	Gm10355	CTCF_pos	NA	chr3-100990000-101000000-chr3-101300000-101310000
chr3	100990000	101000000	chr3	101310000	101320000	908.5	112.5	937	136.5	LD	LD	0	1	0	1	49	4.11751e-10	38	4.60959e-07	-8.508260566	-1.081152829	2e-17	2.219e-14	9.7e-15	0	2	E		NA	Active_CTCF_pos	P	Gm43467	CTCF_pos	NA	chr3-100990000-101000000-chr3-101310000-101320000
chr3	100990000	101000000	chr3	101650000	101660000	908.5	552.5	937	281	LD	LD	2	1	0	1	40	2.27278e-08	33	6.84039e-07	-5.109025469	-1.281261109	5.34501e-11	1.99689e-08	8.6899e-09	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100990000-101000000-chr3-101650000-101660000
chr3	100990000	101000000	chr3	101700000	101710000	908.5	378.5	937	245	LD	LD	1	1	0	1	20	0.005115172	16	0.008776196	-4.941656196	-2.172014422	4.39848e-06	0.000534594	0.00023331	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100990000-101000000-chr3-101700000-101710000
chr3	100990000	101000000	chr3	101800000	101810000	908.5	259	937	154.5	LD	LD	0	1	0	1	30	2.14112e-08	18	0.00259499	-7.664592787	-1.841307026	6.52188e-10	1.99514e-07	8.69133e-08	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr3-100990000-101000000-chr3-101800000-101810000
chr3	101000000	101010000	chr3	101100000	101110000	444	111.5	303	91	LD	ND	0	1	0	1	73	0.00028818	70	7.03499e-08	-9.213268696	-0.418465924	0	0	0	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr3-101000000-101010000-chr3-101100000-101110000
