chr1	start1	end1	chr2	start2	end2	CTCF_WT_10K.P2P_ChIPCov1	CTCF_WT_10K.P2P_ChIPCov2	CTCF_IKDN_10K.P2P_ChIPCov1	CTCF_IKDN_10K.P2P_ChIPCov2	Bin1_Label	Bin2_Label	CTCF_WT_10K.P2P_R1_RawCC	CTCF_WT_10K.P2P_R1_QVal	CTCF_WT_10K.P2P_R2_RawCC	CTCF_WT_10K.P2P_R2_QVal	CTCF_IKDN_10K.P2P_R1_RawCC	CTCF_IKDN_10K.P2P_R1_QVal	CTCF_IKDN_10K.P2P_R2_RawCC	CTCF_IKDN_10K.P2P_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	CTCF_WT_10K.P2P_SigRepl	CTCF_IKDN_10K.P2P_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	CTCF_WT_851_7001_OE	CTCF_D0_OE	CTCF_D3_OE	CTCF_D12_OE	CTCF_IKDN_852_7002_OE
chr11	87800000	87810000	chr11	87870000	87880000	305.5	52.5	492.5	75.5	LD	LD	0	1	0	1	67	2.8057366712e-07	60	0.0002537621055781	-9.04803018482654	0.885701311956752	0	0	0	0	2	P	Mpo,Gm11505	CTCF_pos		P	Epx	CTCF_pos		2.41506600379944	6.06258630752564	4.60653972625732	5.14151239395142	6.46750545501709
chr11	87800000	87810000	chr11	87880000	87890000	305.5	330	492.5	330.5	LD	LD	39	1	42	0.554687705799062	86	3.9079588959e-07	74	0.0349913670614784	-1.08607736967328	1.74091915829121	0.00032448122753653	0.0300271220728256	0.0134747809644243	0	1	P	Mpo,Gm11505	CTCF_pos		P	Olfr462	CTCF_pos		4.99755430221558	5.47263479232788	5.28147602081299	9.54062461853027	9.08163642883301
chr11	87800000	87810000	chr11	87900000	87910000	305.5	78	492.5	70.5	LD	LD	12	1	14	0.994929231029963	53	1.65383515e-09	36	0.0169981535296947	-1.8797003669862	0.736179145341036	3.173236598287e-05	0.00447105005540651	0.00202729778545084	0	1	P	Mpo,Gm11505	CTCF_pos		S				1.86875009536743	3.35844111442566	2.29998397827148	2.69011831283569	5.44395923614502
chr11	89080000	89090000	chr11	89170000	89180000	689	59	749.5	86.5	LD	LD	0	1	13	0.998355453275143	42	0.00104474474235747	43	0.00286086362411848	-2.82103682040633	0.514120961697415	5.435679768e-08	1.757451268032e-05	7.90805352538e-06	0	2	P	Gm22534	CTCF_pos		S				2.2714262008667	1.97078955173492	1.96083045005798	3.14276576042175	5.21942329406738
chr11	89120000	89130000	chr11	89300000	89310000	61	363	98	441	LD	LD	0	1	0	1	30	9.9962416022e-07	22	0.00264050599467627	-7.76901871598208	-0.287631465700525	1.607915e-11	1.061125703e-08	4.82424092e-09	0	2	P	Gm11497	CTCF_pos		P	Nog,Gm2018	CTCF_pos		4.69441223144531	3.25848746299744	3.55253028869629	7.73132705688477	5.43771839141846
chr11	89140000	89150000	chr11	89300000	89310000	48.5	363	56.5	441	LD	LD	0	1	0	1	35	1.02290391465e-06	45	5.976894e-11	-8.37222959714481	0.255387715487077	0	6.22e-15	2.79e-15	0	2	S				P	Nog,Gm2018	CTCF_pos		6.18437767028809	4.00336456298828	2.6904718875885	3.67847681045532	8.07345485687256
chr11	89170000	89180000	chr11	89300000	89310000	59	363	86.5	441	LD	LD	0	1	30	0.0001671670091954	44	6.2681533e-09	49	1.2803573e-10	-1.76767977786604	0.803711479463487	5.297630728043e-05	0.00685909083354497	0.00299559080529687	1	2	S				P	Nog,Gm2018	CTCF_pos		4.93273401260376	6.09475040435791	2.95960021018982	5.98641538619995	7.58069133758545
chr11	89930000	89940000	chr11	90160000	90170000	43.5	313	132	591	HD	LD	0	1	5	0.251873862198951	28	2.062e-14	7	0.16257890582046	-2.90496580839346	-0.610221521091132	0.0004908407172931	0.0416774065969329	0.0182093889615746	0	1	S				S				0.834873616695404	0.711726605892181	0.934188306331635	3.54945421218872	4.15562582015991
chr11	89980000	89990000	chr11	90160000	90170000	251	313	407.5	591	ND	LD	40	1.8711e-13	26	2.3610325817e-07	104	0	69	0	-1.48771462138673	1.74439830190625	1.12488436239e-06	0.00025801659850901	0.00010861028313793	2	2	E			Active_CTCF_pos	S				7.37693357467651	5.75027227401733	8.9585542678833	13.8519611358643	18.030330657959
chr11	89980000	89990000	chr11	90170000	90180000	251	235.5	407.5	399	ND	ND	19	7.629548338146e-05	20	2.91604810318e-06	50	0	46	2.92e-15	-1.39741316350109	0.942728758874258	0.00064991049120783	0.0522371586955337	0.0233355594480925	2	2	E			Active_CTCF_pos	S				4.58294010162354	4.21037101745605	5.33015203475952	10.5755233764648	11.1438503265381
chr11	89980000	89990000	chr11	90250000	90260000	251	57	407.5	74	ND	LD	0	1	0	1	7	0.740364180708505	18	2.086626943649e-05	-6.68743964997101	-1.18206645897971	9.02835548549e-06	0.00153578356878794	0.00065132909214216	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	1.78602826595306	1.66205942630768	1.08198750019073	2.97336792945862	5.15438795089722
chr11	90010000	90020000	chr11	90160000	90170000	260.5	313	441	591	LD	LD	25	0.0144806853118383	9	0.994929231029963	71	2.18e-15	50	1.23892338031e-06	-1.9117321013838	1.14990638300072	7.9890653643e-07	0.00019077938028295	8.066739752393e-05	0	2	S				S				3.28384709358215	5.79556941986084	3.38139200210571	4.21799898147583	10.2299013137817
chr11	90010000	90020000	chr11	90170000	90180000	260.5	235.5	441	399	LD	ND	5	1	5	0.994929231029963	30	0.0010632344838971	49	1.5185798e-10	-3.03617550503147	0.382898320546675	5.144332115e-08	1.678444757043e-05	7.63646893806e-06	0	2	S				S				1.01383244991302	1.39247465133667	2.4072642326355	5.44414567947388	8.58605480194092
chr11	90010000	90020000	chr11	90250000	90260000	260.5	57	441	74	LD	LD	0	1	0	1	12	0.153769834223378	17	0.00382951645489098	-6.9137156303554	-1.00582187629853	1.41508213265e-06	0.00031058131187897	0.00013176077716074	0	1	S				E			Active_CTCF_pos	2.02743172645569	1.23679339885712	0.972010910511017	4.09838485717773	4.54828834533691
chr11	90030000	90040000	chr11	90160000	90170000	317.5	313	590	591	ND	LD	8	1	4	0.994929231029963	30	0.00051364148858756	19	0.131092930397727	-2.10633204856534	-0.0943101855706566	0.00102207579521917	0.0733085759716487	0.032324331217778	0	1	P	Tmem100	CTCF_pos		S				1.03847026824951	1.48652446269989	2.46633338928223	1.91055798530579	4.00693702697754
chr11	90030000	90040000	chr11	90170000	90180000	317.5	235.5	590	399	ND	ND	9	0.156059754544731	1	1	24	4.710273917697e-05	21	0.0010879222054857	-2.21624497124558	-0.227962173561387	0.00116757942536776	0.0810962364754857	0.0357027840721268	0	2	P	Tmem100	CTCF_pos		S				0.916150689125061	1.57231819629669	0.646957993507385	2.14693546295166	4.37723350524902
chr11	90050000	90060000	chr11	90160000	90170000	71.5	313	97	591	ND	LD	4	1	4	0.994929231029963	28	4.64237099162e-06	15	0.10256183731633	-2.50577513445242	-0.318452365863425	0.00050621242586398	0.0428958889061037	0.0192567675176628	0	1	S				S				0.613645374774933	1.72535908222198	0.884685754776001	1.02558374404907	2.66888952255249
chr11	90180000	90190000	chr11	90300000	90310000	118.5	248.5	202.5	450.5	LD	ND	8	0.701414144569007	8	0.834312650870637	42	2.894681e-11	21	0.0111736919559521	-2.07891067530707	0.243214452199853	0.00018911271939769	0.01956623624883	0.00874272919388788	0	1	P	n-R5s72,Gm45716,Gm45883	CTCF_pos		S				1.30264604091644	0.420859128236771	1.63536047935486	1.92872905731201	3.8636736869812
chr11	90250000	90260000	chr11	90300000	90310000	57	248.5	74	450.5	LD	ND	0	1	0	1	40	0.00420602153656499	23	0.367534979708757	-8.0514571678605	-0.0367883835631381	3.475e-14	3.461992e-11	1.458225e-11	0	1	E			Active_CTCF_pos	S				1.24886739253998	0.777748763561249	0.40501394867897	0.7135289311409	2.49908924102783
chr11	90250000	90260000	chr11	90610000	90620000	57	248.5	74	289	LD	ND	0	1	0	1	10	0.00298814626878776	7	0.0820287317028954	-6.16934315073429	-1.56669331219012	0.00022940174597736	0.0227895903470451	0.00963657790043885	0	1	E			Active_CTCF_pos	S				2.19153952598572	3.36053442955017	1.98242199420929	2.43510675430298	3.57210516929626
chr11	90300000	90310000	chr11	90380000	90390000	248.5	61.5	450.5	250	ND	HD	0	1	0	1	39	0.00210267731059434	27	0.0264427805779571	-8.11333894879237	0.019163562545284	7.33e-15	8.04507e-12	3.60935e-12	0	1	S				P	Hlf	CTCF_pos		0.740378379821777	0.536532819271088	0.637419521808624	1.22800123691559	3.89212965965271
chr11	90300000	90310000	chr11	90420000	90430000	248.5	51	450.5	88.5	ND	ND	0	1	9	0.471454151425562	23	0.0167482458353424	30	1.30535671431e-06	-2.65070357459583	-0.0934949208708927	6.012724973505e-05	0.00760314981277935	0.00341276323414668	0	1	S				S				1.38406133651733	NA	0.700868725776672	1.20545566082001	4.06702518463135
chr11	90300000	90310000	chr11	90550000	90560000	248.5	54	450.5	65.5	ND	ND	0	1	12	0.00481919645476323	34	1.43e-15	21	7.9190649263e-07	-2.32347298137277	0.0176587598033942	0.00017182023345654	0.0180703918961306	0.00810110054037889	1	2	S				S				3.0192859172821	1.28736853599548	1.20786571502686	2.55035138130188	7.89967012405396
chr11	90300000	90310000	chr11	90600000	90610000	248.5	71	450.5	82.5	ND	ND	0	1	19	1.0451358557e-07	50	0	23	6.99288787e-09	-2.09102191761081	0.43645379837483	4.614886482204e-05	0.00609503379353824	0.00273561420207094	1	2	S				S				6.1705002784729	4.33454990386963	1.90875220298767	4.80886554718018	11.1077356338501
chr11	90300000	90310000	chr11	90610000	90620000	248.5	248.5	450.5	289	ND	ND	20	2.6602213597e-07	20	1.44672034376e-06	108	0	52	0	-2.11395985832563	1.50742362542583	5.7402566e-10	2.8681731732e-07	1.3048200198e-07	2	2	S				S				7.49926662445068	8.90660667419434	2.94845771789551	7.83871030807495	29.0406475067139
chr11	90300000	90310000	chr11	90620000	90630000	248.5	378	450.5	454	ND	ND	11	0.00494964845295904	14	0.00042355361962891	55	0	40	0	-2.02963057206947	0.793709550199263	5.14490446091e-06	0.00095693970536544	0.00042950646530934	2	2	S				S				4.853346824646	3.62751603126526	9.3513355255127	7.2921199798584	18.1575565338135
chr11	90300000	90310000	chr11	90630000	90640000	248.5	273	450.5	322.5	ND	ND	10	0.0397099355697244	11	0.0359426189065892	48	0	21	4.1141718046e-07	-1.82814242249696	0.414825572620849	0.00035779760132549	0.0326916915127618	0.0142768647340733	0	2	S				P	Stxbp4,Cox11	CTCF_pos		4.18971157073975	2.7242259979248	4.16874742507935	3.61404490470886	12.8483839035034
chr11	90310000	90320000	chr11	90350000	90360000	265	29	410	118	LD	HD	0	1	0	1	53	1.774181361928e-05	36	0.00237680171665377	-8.54406964423848	0.413274230766424	0	1e-17	0	0	2	S				E			Active_CTCF_pos	1.25130081176758	0.925619959831238	0.812678575515747	1.55285954475403	2.91001296043396
chr11	90310000	90320000	chr11	90360000	90370000	265	112	410	316.5	LD	HD	14	0.850250684447064	15	0.453643291224734	50	0.00053786374358515	39	0.00407547119065167	-1.71780064698255	0.766834889723552	0.00010687838523977	0.0122100908917289	0.00547776994994189	0	2	S				E			Active_CTCF_pos	1.29346978664398	1.01107335090637	0.675023257732391	1.56976366043091	3.55426049232483
chr11	90310000	90320000	chr11	90380000	90390000	265	61.5	410	250	LD	HD	0	1	0	1	41	1.597211641896e-05	22	0.155777742552635	-8.0532639982195	-0.0352404250788793	3.331e-14	3.326708e-11	1.493141e-11	0	1	S				P	Hlf	CTCF_pos		0.786300599575043	1.07562017440796	1.00506317615509	1.13287556171417	3.05989503860474
chr11	90310000	90320000	chr11	90420000	90430000	265	51	410	88.5	LD	ND	0	1	7	0.811109383862054	37	2.0653347e-10	24	0.00012809780207171	-3.21897543342434	0.0459911127995197	7.2827509394e-07	0.0001766344837563	7.915174921612e-05	0	2	S				S				0.920468032360077	0.398159772157669	1.54820013046265	2.3930287361145	4.00333452224731
chr11	90310000	90320000	chr11	90550000	90560000	265	54	410	65.5	LD	ND	0	1	5	0.902681037865284	25	3.2868696e-10	19	2.67704166221e-06	-3.20730802180199	-0.375242005416625	3.471292243146e-05	0.00481746883264578	0.00216609115431834	0	2	S				S				1.73779857158661	0.247358694672585	0.388804376125336	1.84427332878113	5.8748722076416
chr11	90310000	90320000	chr11	90600000	90610000	265	71	410	82.5	LD	ND	0	1	7	0.274339726405206	41	0	23	8.9980929e-10	-3.29160600906937	0.105898954902881	2.4057677215e-07	6.587720098647e-05	2.953628158272e-05	0	2	S				S				2.45184302330017	3.28840804100037	1.61520099639893	0.980427026748657	10.2477922439575
chr11	90310000	90320000	chr11	90610000	90620000	265	248.5	410	289	LD	ND	22	2.33778487e-09	13	0.00412096639021857	75	0	41	0	-1.82628380595943	1.11573572097617	2.96087379473e-06	0.00059566673846255	0.00025113505355907	2	2	S				S				6.35198593139648	5.88260364532471	5.72625637054443	4.55576753616333	20.5251636505127
chr11	90350000	90360000	chr11	90380000	90390000	29	61.5	118	250	HD	HD	0	1	0	1	44	4.137596933704e-05	16	0.99548443157754	-7.99242319588632	-0.0902406648549932	1.4364e-13	1.3119758e-10	5.884861e-11	0	1	E			Active_CTCF_pos	P	Hlf	CTCF_pos		0.182295247912407	0.472895085811615	0.798875272274017	0.718804597854614	1.59024274349213
chr11	90350000	90360000	chr11	90630000	90640000	29	273	118	322.5	HD	ND	0	1	0	1	13	0.001275027517566	6	0.459822337451226	-6.33750912655545	-1.44782228503312	9.274404082813e-05	0.010855261688172	0.00460678476085338	0	1	E			Active_CTCF_pos	P	Stxbp4,Cox11	CTCF_pos		0.338364839553833	1.15910720825195	0.446264922618866	1.66298222541809	2.68569803237915
chr11	90360000	90370000	chr11	90380000	90390000	112	61.5	316.5	250	HD	HD	0	1	0	1	65	3.382030744402e-05	48	0.00026539641218242	-8.88546259506681	0.732159368689197	0	0	0	0	2	E			Active_CTCF_pos	P	Hlf	CTCF_pos		0.471414119005203	0.219732537865639	0.876940071582794	0.60980612039566	2.22452449798584
chr11	90380000	90390000	chr11	90630000	90640000	61.5	273	250	322.5	HD	ND	0	1	0	1	14	0.00105452771764171	7	0.36624340319649	-6.4787483401049	-1.34394403805721	3.936735765986e-05	0.0053324798094389	0.00239963849786667	0	1	P	Hlf	CTCF_pos		P	Stxbp4,Cox11	CTCF_pos		0.754821479320526	NA	0.805243790149689	NA	3.55485153198242
chr11	90690000	90700000	chr11	91260000	91270000	652.5	44	749.5	114.5	LD	HD	0	1	0	1	10	0.00158813075832946	18	2.91539238e-09	-6.85745594448432	-1.04999821443909	2.30156415413e-06	0.00047698172171574	0.00020089304660345	0	2	S				E			Active_CTCF_pos	2.3243579864502	2.64923930168152	4.38924169540405	4.24158763885498	13.2396116256714
chr11	93960000	93970000	chr11	94060000	94070000	512.5	73	569	68	LD	LD	0	1	0	1	27	4.74773787496e-06	11	0.554102737397554	-7.33332356888974	-0.663927765756068	1.611015062e-08	5.88950573152e-06	2.4887336825e-06	0	1	P	Gm20390,Nme1	CTCF_pos		S				2.7312502861023	1.86580061912537	1.9863498210907	2.25969934463501	2.23113083839417
chr11	94030000	94040000	chr11	94060000	94070000	432.5	73	435	68	ND	LD	0	1	0	1	35	0.00239337505064194	18	0.87311699415072	-7.80579746135959	-0.255744827689008	7.90642e-12	5.4745429e-09	2.3012288e-09	0	1	P	Gm11518	CTCF_pos		S				2.06601285934448	0.998334109783173	0.610904633998871	0.46208867430687	1.47388350963593
chr11	94340000	94350000	chr11	94540000	94550000	355	1005.5	445.5	1294.5	ND	ND	23	0.0876816103951839	26	0.032689845981574	43	2.9475169e-10	62	2e-17	-1.18777304753683	1.1109865285041	0.0018758744616719	0.116703847084257	0.0493995192586752	0	2	S				P	Rsad1	CTCF_pos		5.9978084564209	3.55791831016541	10.1988487243652	14.5452995300293	14.4821538925171
chr11	94350000	94360000	chr11	94480000	94490000	81.5	414	145	490.5	LD	ND	55	1.912070978e-08	42	5.69755257484e-06	103	0	94	0	-1.11544128015161	2.02215615194413	5.64693207631e-05	0.00730000824457862	0.00325472182633509	2	2	P	Abcc3	CTCF_pos		P	Spata20	CTCF_pos		8.39430141448975	6.24340295791626	8.38553428649902	11.7180891036987	16.8941116333008
chr11	94400000	94410000	chr11	94470000	94480000	385.5	88	488.5	85	LD	ND	45	0.272060342506469	0	1	75	2.30234034169e-06	47	0.138255619114953	-1.49785217853619	1.25892896133587	4.212173385274e-05	0.00565079592160869	0.00253496191939347	0	1	S				P	Cacna1g	CTCF_pos		4.49314594268799	4.40026426315308	4.10400819778442	4.44435834884644	6.32841920852661
chr11	94400000	94410000	chr11	94490000	94500000	385.5	88	488.5	142.5	LD	ND	48	0.0737794149312421	25	0.994929231029963	77	1.71697835949e-06	75	1.05674738953e-06	-1.13939316046321	1.64981591867905	0.00025520329617423	0.0248519636953643	0.0111206966258122	0	2	S				P	Epn3	CTCF_pos		4.87688541412354	3.82565021514893	7.84332180023193	7.09656763076782	10.2731504440308
chr11	94420000	94430000	chr11	94470000	94480000	133.5	88	215	85	ND	ND	16	1	0	1	41	0.00372803610222057	30	0.217921155120536	-2.2008985850525	0.373857191333164	3.520753790405e-05	0.00488463300450623	0.00205742866980459	0	1	P	Cacna1g	CTCF_pos		P	Cacna1g	CTCF_pos		1.42727696895599	1.63327240943909	2.43008375167847	2.49735116958618	2.94337201118469
chr11	94420000	94430000	chr11	94480000	94490000	133.5	414	215	490.5	ND	ND	69	0.00015905796847589	42	0.498214806474555	111	5.71050109e-09	113	1.16126e-12	-1.0970796671724	2.20564107699647	2.72219319148e-05	0.00392181885416647	0.00177969896404125	1	2	P	Cacna1g	CTCF_pos		P	Spata20	CTCF_pos		5.61368894577026	3.088294506073	5.92150259017944	11.2280569076538	11.0997982025146
chr11	94420000	94430000	chr11	94540000	94550000	133.5	1005.5	215	1294.5	ND	ND	18	1	37	0.129995975428081	60	4.0892424931e-07	81	8.75736e-12	-1.46280412112537	1.44401203877855	1.672114967452e-05	0.00263510165370501	0.00119016629547491	0	2	P	Cacna1g	CTCF_pos		P	Rsad1	CTCF_pos		4.47784566879272	3.50715947151184	4.32202386856079	9.28200817108154	11.4893455505371
chr11	94470000	94480000	chr11	94540000	94550000	88	1005.5	85	1294.5	ND	ND	30	1	0	1	87	1.1016833e-09	88	5.63668608e-08	-2.58985484782792	1.5375580803334	7.323e-14	6.961767e-11	2.924302e-11	0	2	P	Cacna1g	CTCF_pos		P	Rsad1	CTCF_pos		3.25753092765808	3.12907671928406	4.10400819778442	7.1458306312561	9.45785713195801
chr11	94490000	94500000	chr11	94540000	94550000	88	1005.5	142.5	1294.5	ND	ND	48	1	65	0.823754021610459	126	3.415856e-11	151	1.716e-14	-1.3942770524264	2.41366090054638	1.654234759e-08	6.0423338213e-06	2.71624258548e-06	0	2	P	Epn3	CTCF_pos		P	Rsad1	CTCF_pos		5.04007196426392	4.04429340362549	4.11764192581177	11.1310510635376	12.7731237411499
chr11	95040000	95050000	chr11	95100000	95110000	697	515	871.5	804	ND	LD	117	1	120	0.994929231029963	379	0	279	0	-1.58233062691092	3.61211485498989	0	4e-17	2e-17	0	2	P	Pdk2	CTCF_pos		E			Active_CTCF_pos	11.9859848022461	21.0004024505615	17.0812568664551	25.4821166992188	30.2892799377441
chr11	95040000	95050000	chr11	95110000	95120000	697	821.5	871.5	1048	ND	LD	65	1	75	0.995093634931361	187	1.4215758658e-07	145	0.00808309648867769	-1.35591071482752	2.69434642622443	2.0094721e-09	9.0021241343e-07	3.7899831822e-07	0	2	P	Pdk2	CTCF_pos		S				7.86300563812256	10.1694993972778	9.46434497833252	16.6445560455322	16.1339912414551
chr11	95040000	95050000	chr11	95240000	95250000	697	68	871.5	70.5	ND	ND	32	0.0249635155033181	0	1	59	6.24695e-12	49	6.92592792907e-06	-1.80576586589055	1.01215790278631	8.88902112533e-06	0.001515127109706	0.00064349699622331	0	2	P	Pdk2	CTCF_pos		S				8.32348918914795	6.90654706954956	6.68776941299439	11.0404081344604	13.2228364944458
chr11	95060000	95070000	chr11	95100000	95110000	205	515	308	804	ND	LD	89	0.890659085904823	71	0.910949186648793	190	1.800595965e-08	154	1.019176239e-08	-1.20299015098217	2.78767979493111	3.799374611e-08	1.280717498888e-05	5.74954968515e-06	0	2	P	Itga3	CTCF_pos		E			Active_CTCF_pos	6.06691265106201	8.00000095367432	7.66239786148071	10.4352159500122	12.5941543579102
chr11	95060000	95070000	chr11	95230000	95240000	205	336	308	406.5	ND	LD	29	0.448047121410677	11	1	60	1.11159579845e-06	36	0.0212925925611538	-1.34984387464911	0.967906276446153	0.00087677771459388	0.0651578283631376	0.0292371769966379	0	1	P	Itga3	CTCF_pos		S				4.26599025726318	5.65184259414673	6.35687494277954	4.16002464294434	9.62857627868652
chr11	95070000	95080000	chr11	95100000	95110000	186.5	515	508.5	804	HD	LD	81	1	76	0.695718152685799	265	0	182	1.12164474e-09	-1.61759082818641	3.05330742764493	2.09e-15	2.46205e-12	1.10813e-12	0	2	P	Itga3	CTCF_pos		E			Active_CTCF_pos	4.77005863189697	4.51877546310425	7.1898775100708	12.0143060684204	12.993447303772
chr11	95070000	95080000	chr11	95250000	95260000	186.5	1285	508.5	1497	HD	ND	38	0.240955485157855	37	0.390285238996031	93	6.235915e-11	90	3.3761616e-10	-1.38409864722216	1.83903429884018	2.8200880569e-06	0.00057045188347793	0.00024167264436247	0	2	P	Itga3	CTCF_pos		E			Active_CTCF_pos	8.38287925720215	8.05038070678711	3.08915662765503	11.7580595016479	21.8939723968506
chr11	95080000	95090000	chr11	95100000	95110000	61	515	150	804	HD	LD	0	1	0	1	167	1.754260833812e-05	118	0.0125302095335647	-10.220012709292	2.01460405809557	0	0	0	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	3.08561968803406	3.66220903396606	3.8450448513031	5.56448125839233	6.11040306091309
chr11	95080000	95090000	chr11	95250000	95260000	61	1285	150	1497	HD	ND	0	1	0	1	44	0.0367880000063357	47	0.00515786470378712	-8.56295587261434	0.431090633224881	0	0	0	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	5.86573696136475	7.29270029067993	5.4698691368103	8.93634986877441	10.4422588348389
chr11	95090000	95100000	chr11	95250000	95260000	98	1285	164	1497	LD	ND	0	1	33	0.271117957429303	54	0.00261679154555401	52	0.00318000650645722	-1.82447057128739	0.974218165548678	9.11056263805e-06	0.00154938428071544	0.00070346864772853	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	6.99544382095337	5.04772043228149	3.39849066734314	8.09264850616455	10.636456489563
chr11	95100000	95110000	chr11	95240000	95250000	515	68	804	70.5	LD	ND	44	0.00123522891692568	0	1	47	0.00129738328733955	74	1.19827e-12	-1.49163437007625	1.22319990901045	5.670190207239e-05	0.00731224980741856	0.00318742214337446	1	2	E			Active_CTCF_pos	S				8.70343112945557	8.64774990081787	8.66923713684082	9.52702617645264	11.6342258453369
chr11	95110000	95120000	chr11	95240000	95250000	821.5	68	1048	70.5	LD	ND	54	3.1769292e-10	0	1	67	3.863e-14	73	1.171e-14	-1.41709044268955	1.45466864757851	2.847624683053e-05	0.00407340352791374	0.0018261942015361	1	2	S				S				9.95200729370117	9.81106185913086	10.4819173812866	17.7045040130615	11.9125146865845
